,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,6-phosphogluconate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,creatine,creatinine,trimethylamine-N-oxide,adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,beta-alanine
SKMEL28_SKIN,361841.0,110805.0,300453.0,154577.0,66993.0,31974.0,54926.0,156065.0,94970.0,5370492.0,311853.0,10315.0,66880.0,343274.0,125198.0,35962.0,1307598.0,31125444.0,1414563.0,71793.0,109739.0,3008321.0,11582.0,386028.0,60736.0,104959.0,205284.0,11722.0,37216424.0,66417.0,11749698.0,490150.0,5063.0,80438.0,8361821.0,16220.0,114231.0,22542165.0,5614159.0,51848.0,271959.0,27855.0,703862.0,1382587.0,484561.0,246722.0,526722.0,12957.0,1041992.8,2548203.0,44175.0,796827.0,53954.0,18066.0,9601.0,636413.0,31013.0,986198.0,403823.0,231928.0,3759110.0,148993.0,4389337.0,4739268.0,2820184.0,1910289.0,2390052.0,5311541.0,6153734.0,11344766.0,459670.0,1236727.0,12953240.0,115641.0,167052.0,26294.0,389501.0,1281.0,4193.0,7129.0,1608.0,52998.0,9943.0,373582.0,34444.0,45821.0,1883.0,8306.0,6998.0,19981.0,15528.0,1476535.0,75181.0,3769866.0,390843.0,704947.0,6266178.0,1021587.0,6508.0,627316.0,2535.0,10057.0,8899.0,11518.0,7766.0,4182.0,514522.0,2699478.0,2456956.0,478643.0,20404.0,2192873.0,10594953.0,4330761.0,23187.0,1479400.0,723969.0,6293.0,596.0,2104.0,4448.0,4408.0,1331.0,5352.0,341.0,29200.0
BICR6_UPPER_AERODIGESTIVE_TRACT,86630.0,80658.0,520457.0,62221.0,71838.0,67608.0,31816.0,215155.0,45524.0,5857857.0,229676.0,11432.0,22472.0,21488.8,94581.0,26347.0,1334754.0,101718462.0,1419498.0,108074.0,171622.0,3760167.0,18080.0,15250.0,33841.0,33060.0,15359.0,4148.0,37302383.0,224604.0,10514567.0,626683.0,5855.0,67949.0,1077946.0,13180.0,130164.0,18995016.0,4177587.0,189784.0,77302.0,16092.0,1104616.0,691562.0,408420.0,287812.0,771608.0,10550.6,5609784.0,721745.0,46569.0,253952.0,294402.0,29261.0,19488.0,779568.0,236715.0,915040.0,486423.0,119520.0,2393904.0,85644.0,10867445.0,2787867.0,1102849.0,2527441.0,2884634.0,8692683.0,9755873.0,12664126.0,505672.0,1312182.0,7161772.0,39799.0,195502.0,15872.0,536450.0,955.2,3426.6,20114.0,1538.0,81369.0,8923.0,187688.0,16246.0,75201.0,967.0,12514.0,1928.0,64197.0,99294.0,4109089.0,660825.0,4657618.0,5414965.0,647781.0,925180.0,554067.0,5126.0,1152.0,1600.0,9951.0,531.0,216.0,3105.0,3495.4,1386502.0,6870107.0,1045951.0,1371858.0,40403.0,1107629.0,9127886.0,435570.0,17003.0,887144.0,51695.0,9959.0,1158.0,6780.0,23289.0,53834.0,11591.0,24355.0,153.0,48334.0
BHY_UPPER_AERODIGESTIVE_TRACT,154737.0,52425.0,84309.0,192969.0,54397.0,59758.0,69952.0,170882.0,116093.0,4153489.0,144683.0,11089.0,42349.0,20583.0,171169.0,21935.0,1253948.0,82225018.0,1784437.0,132161.0,229759.0,5235890.0,24736.0,25193.0,88766.0,80692.0,52822.0,13106.0,49020009.0,113427.0,13086320.0,811671.0,5109.0,81909.0,3118472.0,11125.0,182723.0,14904066.0,12350953.0,92788.0,78181.0,49621.0,675829.0,538958.0,334275.0,136870.0,425060.0,8255.0,9727907.0,1765901.0,65242.0,419662.0,371941.0,42127.0,26963.0,697860.0,224453.0,1373975.0,625070.0,235383.0,3506906.0,99941.0,9064761.0,2305758.0,1407600.0,2381992.0,4299966.0,8787098.0,11543692.0,12117619.0,500243.0,1284593.0,9220725.0,61284.0,223542.0,20147.0,123974.0,367.0,431.0,50581.0,2601.0,48408.0,4652.0,186806.0,14706.0,61434.0,12928.0,2631.0,1857.0,18640.0,74688.0,3397525.0,664470.0,3350654.0,5562606.0,270887.0,2564427.0,530609.0,6440.0,81425.0,2440.0,7705.0,1475.0,24140.0,12635.0,3523.0,835251.0,1441149.0,1013579.0,1850059.0,32920.0,1359860.0,3918316.0,824575.0,14089.0,665353.0,1078939.0,8512.0,2402.0,257.0,949.0,451.0,508.0,941.0,363.0,19053.0
SH4_SKIN,42816.0,77758.0,66973.0,195249.0,38222.0,87387.8,81041.0,308969.0,58086.0,2563929.0,115770.0,20839.0,187822.0,12674.0,71370.0,11559.0,633417.0,153986607.0,841946.0,50319.0,163609.0,1933938.0,21605.0,14827.0,82187.0,20660.0,30383.0,5067.0,54286424.0,52612.0,5413267.0,216478.0,2045.0,95761.0,7248864.0,16706.0,2129073.0,20075715.0,9560935.0,67052.0,178260.0,37986.8,525430.0,620083.0,668668.0,75517.0,561331.0,13893.0,38304.0,1458816.0,194050.0,414223.0,97982.0,33696.0,11804.0,496338.0,468411.0,1307726.0,736131.0,95427.0,3025425.0,51966.0,10441839.0,3246410.0,1709486.0,6068666.0,5716164.0,13565295.0,13354211.0,17293610.0,547668.0,1720797.0,5835208.0,158663.0,350035.0,24295.0,252060.0,1496.0,11608.0,19071.0,1572.0,52522.0,2732.0,253233.0,21359.8,90678.0,884.0,11217.8,2700.0,26519.0,3705.0,5597465.0,1230098.0,3997374.0,5090681.0,114341.0,5375377.0,504727.0,9394.0,51164.0,22520.0,17299.8,4505.0,11872.0,6469.0,5648.0,2139622.0,122739.0,943488.0,442432.0,33682.0,1711195.0,2834624.0,430972.0,8968.0,1509246.0,61874.0,7587.0,1507.0,1236.0,5736.0,4734.0,894.0,6899.0,418.6,61977.2
KPL1_BREAST,43175.0,604667.0,909050.0,172753.0,199927.0,22174.0,62604.0,547205.0,199921.0,9944221.0,609880.0,54097.0,2091592.0,19444.0,347992.0,42991.0,1961762.0,133759588.0,3491569.0,240632.0,424220.0,10246125.0,309407.0,8625.0,83483.0,12245.0,8179.0,9015.0,48457108.0,129281.0,28502919.0,1100640.0,37393.0,98312.0,11747966.0,102938.0,734479.0,19425731.0,10974813.0,100761.0,30867.0,178728.0,1653710.0,263962.0,378029.0,69083.0,654054.0,8523.0,6333995.0,4450444.0,406178.0,444232.0,113444.0,32263.0,23789.0,1182645.0,260457.0,1578362.0,587201.0,962851.0,3068895.0,205556.0,11707692.0,3584988.0,2003986.0,5163690.0,4494819.0,10386497.0,11893773.0,16483867.0,694513.0,1406724.0,11552013.0,61258.0,148544.0,17221.0,968753.0,2154.0,3302.0,26884.0,8953.0,68947.0,7358.0,439748.0,41261.0,86511.0,17015.0,11669.0,7633.0,26680.0,41076.0,5307011.0,1252427.0,6100040.0,2998620.0,2443315.0,4096592.0,897701.0,6443.0,19221.0,2965.0,15772.0,27639.0,122770.0,4065.0,544.0,2046141.0,3793.0,2275068.0,1576407.0,48937.0,2834579.0,9964690.0,8526366.0,83471.0,1675321.0,619297.0,59114.0,1968.0,4115.0,23273.0,41419.0,4791.0,19563.0,367.0,20402.0
CGTHW1_THYROID,80643.0,164901.0,689548.0,93685.0,132157.0,62591.0,69551.4,324781.0,56434.0,5149638.0,219748.0,9896.0,534190.0,16120.0,326457.0,31497.0,540122.0,41529977.0,2248203.0,106079.0,63692.0,3119816.0,22348.0,5299.0,39333.0,75561.0,11703.0,16638.0,35906045.0,105044.0,15496450.0,470996.0,22167.0,64870.0,1495938.0,20060.0,253535.0,27407705.0,4137855.0,68634.0,424966.6,36078.0,599352.0,100657.0,548906.0,22702.0,1180868.0,4842.0,4873831.0,1903328.0,98337.0,299833.0,532017.0,32486.0,14621.0,1066948.0,60088.0,215549.0,213333.0,190350.0,2803640.0,1701418.0,1372572.0,2248579.0,4307707.0,295626.0,362958.0,5473693.0,7243068.0,2263261.0,164195.0,311991.0,22372500.0,1753350.0,1026351.0,84037.0,1153104.0,362.0,6151.2,121436.0,2407.0,170570.0,10460.0,302792.0,18648.0,91411.0,1595.0,17124.0,5914.0,26562.0,100837.0,881679.0,102344.0,6532063.0,1476518.0,324037.0,3212781.0,733111.0,5672.0,2010.0,3833.0,9686.0,3768.0,23303.0,3566.0,7175.0,523425.0,3573659.0,454704.0,819355.0,43008.0,519126.0,1809754.0,389128.0,9450.0,303407.0,414773.0,7124.0,670.0,2256.2,197.0,485.0,128.0,478.0,324.6,154862.0
TUHR4TKB_KIDNEY,77782.0,116637.0,255779.0,99560.0,29540.0,90071.2,74413.0,501676.0,23878.0,2907295.0,191883.0,5337.0,15738.0,68722.0,174773.0,15240.0,1039684.0,153576686.0,1317984.0,197587.0,148196.0,3757435.0,15641.0,61270.0,70400.0,79116.0,90702.0,7407.0,38150594.0,771003.0,11028484.0,587221.0,4104.0,119903.0,6124623.0,17820.0,283670.0,28054049.0,8452203.0,316493.0,71407.0,11107.0,301037.0,492938.0,232015.0,148993.0,743653.0,11794.0,13613970.0,213457.0,320298.0,1067094.0,427116.0,22757.0,8989.0,268443.0,336761.0,838641.0,466380.0,114859.0,3465173.0,23872.0,7911807.0,2011652.0,2402499.0,4067645.0,3438561.0,8497705.0,9917788.0,9983971.0,387480.0,699128.0,2990736.0,24292.0,254649.0,19962.0,1207421.0,632.4,1269.0,48944.0,969.0,41952.0,4867.0,164583.0,11970.0,92402.0,1129.0,10363.0,2935.0,25351.0,22261.0,3975710.0,731127.0,3413638.0,5961150.0,250623.0,6354350.0,614840.0,7034.0,30119.0,11216.0,11483.0,1921.0,41960.0,15865.0,2195.8,1114311.0,7653310.0,749876.0,1459131.0,38767.0,1484626.0,1951751.0,1399400.0,10140.0,500761.0,714743.0,11054.0,1110.0,1090.0,675.0,1295.0,246.0,2944.0,591.0,141645.0
LS123_LARGE_INTESTINE,50615.0,90519.0,338883.0,91663.0,39542.0,24883.0,54737.0,107229.0,63909.0,3286473.0,136646.0,8867.0,7078.0,10406.0,76175.0,19513.0,622929.0,30126583.0,2352762.0,57215.0,67191.0,2949660.0,9690.0,2579.0,55596.0,58918.4,4943.0,11250.0,13067024.0,45446.0,18691328.0,279787.0,7100.0,68763.0,2034311.0,19044.0,61681.0,15324913.0,6552091.0,44540.0,231781.0,86030.0,544934.0,684341.0,339407.0,342476.0,411061.0,10187.0,912174.8,598432.0,31720.0,234069.0,98436.0,8227.0,13675.0,884725.0,81940.0,753034.0,215122.0,462308.0,3194739.0,139728.0,3811424.0,3538399.0,1911817.0,1234184.0,1646254.0,3844600.0,4702115.0,6253780.0,236317.0,522418.0,7528159.0,190245.0,327905.0,15158.0,327693.0,3136.0,7924.0,29194.0,1023.0,59125.0,2401.0,160721.0,10212.0,67497.0,1475.0,8346.0,1760.0,38659.0,1455.0,1307387.0,179838.0,10557664.0,2641335.0,282177.0,3174746.0,526920.0,8339.0,65635.0,34903.0,6024.0,32038.0,4400.0,6792.0,26980.0,451250.0,2075663.0,2130937.0,586541.0,16207.0,1750842.0,5101477.0,3664843.0,16028.0,999998.0,426830.0,9520.0,1094.0,1607.0,1862.0,4218.0,709.0,4642.0,97.0,21512.0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,19817.6,41242.0,613816.0,19272.0,20274.0,52440.0,52556.0,60035.0,572007.0,882134.0,47290.0,73866.0,70434.0,124243.0,26773.0,4748.0,133106.0,6258973.0,1496719.0,20030.0,46070.0,2261151.0,99858.0,11578.8,3757.0,18666.0,3450.0,2356.4,6493169.0,33320.0,10140996.0,132656.0,2510.6,68338.0,1222353.0,14958.0,47813.0,3054334.0,2198976.0,556209.0,68880.2,452301.0,311769.0,91053.0,74794.0,406371.0,49786.0,2685.0,109908.0,16398.0,6124.0,86222.0,227729.0,7390.0,3734.0,46162.0,70081.0,50147.0,29372.0,118046.0,1364089.0,180522.0,1378941.0,357829.0,434702.0,65104.0,100439.0,780256.0,853765.0,408797.0,20183.0,69087.0,4924284.0,225242.0,51327.0,5846.0,279318.0,335.6,5912.0,61196.0,975.2,27565.0,229.0,23710.0,927.0,10751.0,454.0,1147.0,12447.0,2857.0,3273.6,160338.0,19030.0,1697985.0,4702365.0,79039.0,197261.0,97733.0,8791.0,3156.0,1230.8,1000.0,1047.0,2297.0,3429.0,3410.0,57404.0,13511.0,280498.0,130685.0,3473.0,337031.0,1410068.0,80894.0,10973.0,287901.0,82294.0,3291.0,181.0,868.0,9975.0,50118.0,5452.0,10877.0,395.0,8388.0
HPAC_PANCREAS,41210.0,99308.0,597779.0,175018.0,119568.0,42527.0,71177.0,200493.0,78361.0,7829443.0,434633.0,11242.0,88637.8,7577.0,155560.0,34350.2,1682398.0,150194836.0,3558668.0,242006.0,141597.4,5393852.0,42674.0,5189.0,99653.2,38131.0,13700.0,10345.0,40844672.0,95899.0,23334641.0,1082460.0,6128.0,106536.6,6933013.0,8885.0,182304.0,25176254.0,5546079.0,113301.0,57222.0,41470.2,677124.0,93558.0,320300.0,68936.0,1234187.0,6455.0,9115805.0,3780542.0,25382.0,320882.0,102572.0,25415.0,11837.0,474526.0,56881.0,639515.0,311764.0,85001.0,1359584.0,63455.0,16475019.0,1769720.0,2347464.0,2293854.0,2238952.0,6148015.0,6663396.0,6995051.0,270757.0,437633.0,11544085.0,69746.0,156347.0,8521.0,289222.0,807.6,216.0,70933.0,1684.6,43011.0,13412.0,183697.0,19618.8,61071.0,690.0,9565.0,3467.0,35041.0,56374.0,4895330.0,632749.0,3884913.0,4602993.0,135111.0,4948441.0,730151.0,4102.0,10645.0,3273.0,16520.0,3356.0,5833.0,4889.0,2510.2,1165013.0,739238.0,1250431.0,1691275.0,23596.0,1676572.0,4807152.0,827694.0,38456.0,798135.0,446019.0,13173.0,1675.8,913.0,2447.6,2881.0,1077.0,1917.0,432.0,59064.8
RCC10RGB_KIDNEY,51558.0,50126.0,286068.0,148642.0,12693.0,24505.0,62892.0,246896.0,34575.0,702246.0,46737.0,2323.0,53660.0,6963.0,260486.0,18545.0,1308338.0,149910829.0,1103446.0,134706.0,45323.0,1461180.0,19920.0,19920.0,72011.0,153648.0,109663.0,3348.0,22611352.0,439453.0,8638765.0,376923.0,4129.0,84878.0,5989559.0,4428.0,412258.0,51495997.0,5936560.0,208075.0,135428.0,27143.0,205130.0,577100.0,389373.0,56479.0,535565.0,11643.0,10582331.0,235693.0,220674.0,1298356.0,373257.0,13389.0,6333.0,130165.0,331739.0,670096.0,392716.0,121307.0,4344955.0,23976.0,6700429.0,2300531.0,1718248.0,2829363.0,2844453.0,7071955.0,8353679.0,8055590.0,317119.0,739200.0,3629340.0,30913.0,277939.0,17298.0,1165381.0,452.0,3846.0,25427.0,614.0,51213.0,873.0,141401.0,8854.0,59761.0,835.0,7423.0,2892.0,25044.0,1660.0,3157966.0,556707.0,3224644.0,8105269.0,951791.0,1887693.0,433938.0,8069.0,22225.0,2009.0,9873.0,3796.0,11376.0,7185.0,1973.2,935284.0,10791799.0,830923.0,1403428.0,27442.0,2032392.0,2828825.0,193617.0,10562.0,379899.0,67091.0,8134.0,1172.0,440.0,469.0,2145.0,849.0,1900.0,408.0,54652.0
JHOM1_OVARY,130615.0,82340.0,1471632.0,192455.0,52431.0,16276.0,53894.0,224392.0,51461.0,2951492.0,212349.0,10486.0,8544.0,4143.0,169017.0,23364.0,602550.0,87128398.0,855467.0,96305.0,353803.0,7226652.0,29841.0,12830.0,49220.0,82697.0,31329.0,17614.0,36161980.0,294687.0,6562256.0,789302.0,28743.0,123343.0,4227881.0,6845.0,344643.0,87279076.0,4785405.0,215540.0,166782.0,17769.0,361006.0,368626.0,295309.0,33520.0,796021.0,5426.0,3211969.0,234963.0,18902.0,403150.0,43875.0,23735.0,4056.0,186960.0,74176.0,322514.0,164964.0,49441.0,1797593.0,15886.0,1883923.0,1830941.0,2183038.0,1227818.0,1250933.0,3196438.0,3206556.0,3643258.0,134071.0,393658.0,9647285.0,34896.0,291116.0,14006.0,1455281.0,800.4,1907.0,42877.0,1238.0,44785.0,1802.2,170233.0,15458.0,52969.0,3832.0,3936.0,1542.0,17863.0,6414.0,1317678.0,80349.0,3165817.0,8758253.0,2371105.0,3135489.0,304000.0,8462.0,37700.0,26065.0,13074.0,4909.0,3850.0,7069.0,8824.0,501610.0,1238872.0,724765.0,197250.0,13857.0,1768870.0,2726391.0,220571.0,12118.0,503839.0,501801.0,8084.0,634.0,277.0,1180.0,7682.0,4211.0,10162.0,780.0,197210.0
SU8686_PANCREAS,34446.0,70642.0,266250.0,202511.0,117754.0,63012.0,94542.0,238080.0,88526.0,7898069.0,428834.0,8394.0,50422.0,6605.0,31979.0,11624.0,942002.0,33316111.0,1840528.0,205455.0,128090.0,4092476.0,21979.0,16398.0,102719.0,9924.0,25537.0,193784.0,57323337.0,150428.0,16205423.0,1562871.0,4984.0,92848.0,1205818.0,27241.0,89077.0,34545042.0,7753679.0,172540.0,421445.0,34331.0,517392.0,2402583.0,1892996.0,258080.0,165733.0,12150.0,17560758.0,3195474.0,20245.0,312384.0,365660.0,47433.0,16862.0,2119319.0,48578.0,300838.0,371482.0,356914.0,2348209.0,1459991.0,298243.0,3108538.0,5725608.0,555230.0,716718.0,6000282.0,7994432.0,3321022.0,232135.0,224815.0,21972372.0,1380044.0,948532.0,28844.0,1087548.0,1054.0,3861.0,81506.0,2484.0,153164.0,502.0,657493.0,44678.0,119108.0,179801.0,18298.0,2811.0,78649.0,74432.0,1997186.0,272515.0,7344167.0,2202066.0,3502759.0,4146029.0,1044305.0,6350.0,64013.0,5523.0,17276.0,3299.0,1668.0,51011.0,5061.0,713961.0,3053302.0,2374683.0,393240.0,40851.0,2264456.0,12033823.0,3213710.0,42316.0,822279.0,3291172.0,21854.0,1554.0,2698.0,1558.0,2119.0,958.0,5178.0,637.0,104872.0
HCC33_LUNG,9294.6,4674.0,56965.0,14140.0,13539.0,26677.6,36038.0,15542.0,83734.0,592481.0,30306.0,10111.0,12520.0,13926.0,5932.0,4130.8,47880.0,13017262.0,296272.0,10537.0,1620.0,143750.0,6722.0,4468.6,12375.0,29657.0,19596.4,1406.0,3638102.0,5542.0,2050129.0,61398.0,1572.6,62607.0,822060.0,7343.6,7452.0,6918524.0,1748687.0,11331.0,37965.8,26661.0,88024.0,170479.0,124001.0,29127.0,123237.0,2169.6,116464.0,377522.0,24659.0,93306.0,39016.0,5009.6,1102.0,44038.0,23225.0,18695.0,15588.0,39765.0,223111.0,31043.0,238945.0,123357.0,563532.0,78978.0,67267.0,346829.0,381440.0,212293.0,9243.0,30562.0,532400.0,70348.0,192665.0,5059.0,201239.0,212.0,370.6,25445.0,944.8,11252.0,192.0,27856.0,1062.0,15132.0,1348.0,3009.0,323.0,6039.0,3321.0,149243.0,20869.0,1767309.0,2028998.0,1006806.0,760839.0,186379.0,6591.0,440.0,3418.0,1398.0,29378.0,23744.0,1277.0,406.6,52401.0,1001.0,242266.0,1597319.0,2218.0,450087.0,2434091.0,128085.0,4932.0,217978.0,30756.0,3720.0,280.0,955.0,3249.0,7659.0,1344.0,2983.0,882.0,4286.0
TE6_OESOPHAGUS,85970.0,97803.0,333263.0,194291.0,51438.0,109986.0,64218.0,121845.0,148937.0,4231286.0,127810.0,9311.0,163085.0,26397.0,145751.0,21193.0,814381.0,61741793.0,1973244.0,111016.0,540566.0,17268940.0,36807.0,11617.6,76664.0,23348.0,9462.0,3847.0,33877977.0,62095.0,12277277.0,446229.0,56748.0,97734.0,2338145.0,5727.0,95221.0,35344116.0,7381763.0,71359.0,75406.0,31559.6,460613.0,603495.0,368859.0,64999.0,929353.0,15713.0,6326796.0,1834708.0,15337.0,211663.0,655223.0,26573.0,4572.0,287731.0,67566.0,198424.0,168953.0,179871.0,2875263.0,468417.0,1883360.0,1350198.0,2643423.0,418901.0,652906.0,4008085.0,5109959.0,2703181.0,141202.0,408081.0,10854145.0,541486.0,705980.0,19825.0,508189.0,431.0,1683.0,161285.0,1204.0,66799.0,7464.0,253517.0,13072.0,116221.0,8505.0,15100.0,6193.0,31559.0,31414.0,869569.0,219775.0,3455468.0,5000419.0,197483.0,4940603.0,774665.0,8061.0,13176.0,6771.0,8660.0,23899.0,210705.0,5231.0,1281.0,725547.0,2919798.2,571489.0,723955.0,28943.0,577388.0,2829507.0,513544.0,11998.0,3271730.0,197434.0,19108.0,1357.0,6199.0,11591.0,47925.0,4586.0,23639.0,484.4,40495.0
JHOC5_OVARY,97876.0,100407.0,111583.0,190205.0,68981.0,255518.0,82811.0,240824.0,28779.0,4078424.0,255831.0,2912.0,54538.0,22760.0,101607.0,10669.0,515851.0,203463650.0,1543914.0,150939.0,160373.0,7788535.0,9554.0,34922.0,217492.0,52608.0,52070.0,18703.0,26443492.0,206276.0,11161111.0,396770.0,8810.0,113536.0,10746988.0,17002.0,219320.0,66042343.0,12487482.0,147302.0,100617.0,13465.0,224680.0,1084490.0,1219999.0,161916.4,1606763.0,30962.0,5386719.0,175455.0,65136.0,397165.0,367058.0,23189.0,7713.0,551226.0,166209.0,666492.0,349911.0,292767.0,4761564.0,30205.0,5682800.0,2966378.0,3701804.0,3137330.0,2759579.0,7391952.0,7855082.0,8754562.0,319220.0,619951.0,9154917.0,68755.0,585408.0,45294.0,1282618.0,1610.0,20586.0,22501.0,2281.0,128105.0,5173.0,294631.0,25603.0,156830.0,2190.0,31401.0,2243.0,67046.0,31297.0,3451063.0,465588.0,8094079.0,12623709.0,488368.0,5090904.0,1109683.0,7301.0,10291.0,5268.0,16306.0,2954.0,60190.0,4405.0,646.0,789314.0,4181725.0,1328858.0,1119377.0,26370.0,2283066.0,6274258.0,623634.0,37647.0,1524172.0,1264350.0,22785.0,1390.0,809.0,915.0,1714.0,363.0,989.0,173.0,202082.0
ACCMESO1_PLEURA,52797.0,95350.0,1399779.0,73699.0,133424.0,252272.0,46320.0,190075.0,67293.0,6751249.0,566167.0,9062.0,52598.0,29439.0,133661.0,16879.0,741774.0,67560501.0,1764438.0,44149.0,125621.0,5084499.0,13450.0,37712.0,59869.0,12124.0,44812.0,14914.0,20885962.0,137881.0,11592553.0,475769.0,6390.0,123669.0,3916129.0,15632.0,276564.0,29661861.0,3948428.0,75448.0,218387.0,26523.0,694639.0,592116.0,188594.0,40072.0,650606.0,9117.0,6167680.0,1932641.0,214315.0,1519325.0,350265.0,10017.0,4385.0,72225.0,77960.0,104412.0,115535.0,176505.0,4266838.0,272183.0,1417286.0,501046.0,2599336.0,329067.0,368496.0,2828619.0,3422885.0,1209126.0,57245.0,116392.0,8122378.0,262696.0,203815.0,13824.0,877959.0,462.0,364.0,24274.0,919.0,51272.0,3198.0,111366.0,5394.0,55022.0,1017.0,6607.0,1895.0,16305.0,25234.0,751046.0,105331.0,3351858.0,2972100.0,181807.0,3126891.0,573868.0,4934.0,21247.0,2959.0,4975.0,2419.0,18933.0,7396.0,392.0,473133.0,10813209.0,933611.0,1419814.0,18253.0,1982823.0,9478187.0,631686.0,64229.0,770432.0,422464.0,8514.0,878.0,1752.0,2245.0,3695.0,1798.0,6678.0,1060.0,58348.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,50974.0,27853.4,132243.0,102613.0,13403.0,9790.0,79574.0,89923.2,2352.0,897424.0,52940.0,2246.0,12380.0,120394.0,33940.0,4682.0,73173.0,109601428.0,373543.0,72359.0,745.0,23242.0,7614.6,4687.6,127617.0,473272.0,21968.0,2432.0,10543679.0,14082.0,2274922.0,4778.0,2073.2,88312.0,1193565.0,910.0,32202.0,26387020.0,10430941.0,49211.0,239640.0,13166.8,4888.0,789560.0,827092.0,190994.0,784604.0,18199.0,10790368.0,978269.4,20466.6,114058.0,163573.0,9042.0,3619.0,108810.0,423126.0,381344.0,295015.0,222389.0,713331.0,446616.0,7360178.0,3082555.0,4493343.0,1623632.0,1262358.0,6228574.0,7006048.0,3984982.0,174812.0,395852.0,4942415.0,331698.0,1711755.0,29946.0,35702.0,1228.0,13316.0,2427.0,1279.0,74589.0,436.0,249899.0,9646.0,102987.0,12318.0,11745.0,344.0,53349.0,1313.0,1486151.0,335200.0,4518443.0,6735890.0,57194.0,1444785.0,612325.0,15742.0,3052.0,22920.0,10410.0,546.0,22454.0,6766.0,870.0,704572.0,1311471.6,277120.0,43079.0,30237.0,444578.0,1322725.0,415735.0,9184.0,197345.0,82310.0,13167.0,1860.0,1078.0,1252.0,8372.0,2472.0,7250.0,380.0,5570.0
SNU1214_UPPER_AERODIGESTIVE_TRACT,5415.2,90094.0,6461.0,64300.0,7543.0,12686.6,35917.0,27622.4,10809.0,629917.0,33014.0,4229.0,13625.4,900.0,80432.0,4796.6,177313.0,6700430.0,481725.0,13890.0,5241.0,241737.0,3839.0,2076.0,5852.0,32446.0,17364.0,2024.6,4369175.0,18302.0,1767801.0,62023.0,2274.0,67083.0,110035.0,13301.0,68963.0,1941105.0,764928.0,12225.0,29455.4,8313.0,31970.0,80265.0,12985.0,39732.0,52626.0,2611.4,554781.0,81952.0,9668.6,33963.0,65444.6,5972.2,360.0,8380.0,32944.0,24769.0,18326.0,46665.0,335628.0,31735.0,1007784.0,126957.0,739579.0,94953.0,121076.0,403332.0,424222.0,274460.0,11017.0,51896.0,376145.0,47526.0,79212.0,1226.0,3333.0,327.0,351.4,26362.0,762.2,6442.0,88.0,17010.0,867.0,4528.0,577.0,126.0,788.0,2246.0,992.0,94558.0,15614.0,476689.0,1157510.0,82834.0,499584.0,45782.0,11311.0,8522.0,1443.2,3667.0,713.4,124.0,31937.0,72.0,40292.0,39427.0,14538.0,431964.0,2991.0,13647.0,71103.0,12233.0,304.0,27345.0,17059.0,1141.0,87.0,356.0,1309.0,14432.0,1283.0,1144.0,312.0,1721.0
