gene_id,alpha-ketoglutarate,carnitine,glutamate
ENSG00000005339,0.20327297892505125,0.1307133467744639,0.13529806751198567
ENSG00000005379,0.414482495573121,0.3008195808276352,0.2756381910904991
ENSG00000005381,0.21652716798096874,0.1534156862543481,0.13455404446060232
ENSG00000005421,0.0,0.09456203065541303,0.09570999508628222
ENSG00000005436,0.0,0.0,0.0
ENSG00000005448,0.0,0.0764036954554307,0.10486067690885677
ENSG00000005469,0.16083339248742676,0.1020101003529979,0.10507919495836766
ENSG00000005471,0.0,0.09255581225769696,0.08050379844784232
ENSG00000005483,0.2702586764328126,0.23512112490862522,0.18567040721681308
ENSG00000005486,0.0,0.13978809504733586,0.0
ENSG00000005513,0.10866214597653585,0.18161627005996756,0.0
ENSG00000005700,0.13174414324138997,0.149039159853933,0.0
ENSG00000005801,0.22659179327701154,0.14358122284290445,0.20305821397489782
ENSG00000005810,0.2749536502914533,0.31438909700173684,0.16390206697993473
ENSG00000005812,0.12891301777322983,0.0,0.11766626413858487
ENSG00000005844,0.2883079804365608,0.24491682769692608,0.1880324839310066
ENSG00000005882,0.0,0.13034731332275828,0.0
ENSG00000005884,0.368897718737194,0.3421203345810543,0.2786452692188419
ENSG00000005889,0.0,0.0,0.0
ENSG00000005893,0.2338662193220033,0.1600024902960955,0.17772507169120036
ENSG00000005955,0.13172426364302212,0.09988644117405177,0.11441715073102865
ENSG00000005961,0.0,0.0,0.0
ENSG00000005981,0.0,0.1351213193661464,0.07354651973672423
ENSG00000006007,0.07886413335632132,0.21156768303551984,0.0
ENSG00000006015,0.0,0.0,0.0
ENSG00000006016,0.0,0.0,0.0
ENSG00000006025,0.21839050655697964,0.11253830305746824,0.21711612842112846
ENSG00000006042,0.1299152802439654,0.19919333856653781,0.0
ENSG00000006047,0.0,0.1816522157711011,0.10560172073359311
ENSG00000006059,0.0,0.10193284351186849,0.0
ENSG00000006062,0.14047111600065923,0.09652501164216451,0.16256829464539577
ENSG00000006071,0.0,0.0,0.1394892478522606
ENSG00000006074,0.0,0.0,0.0
ENSG00000006075,0.15355817003428393,0.16637418350788252,0.0
ENSG00000006114,0.21759944485781305,0.2279919372574127,0.14063802979253912
ENSG00000006116,0.08314434805364744,0.0,0.0
ENSG00000006118,0.2746435159478305,0.25677211405118183,0.17062753789867874
ENSG00000006125,0.16709465081509542,0.15374080334813958,0.10838169869052786
ENSG00000006128,0.0,0.0,0.0
ENSG00000006194,0.24718965392576825,0.13800264885288016,0.18929474932866247
ENSG00000006210,0.20297239175214507,0.1935938599771086,0.07997116419955225
ENSG00000006282,0.2510863408424234,0.31669612650257384,0.13360261725448094
ENSG00000006283,0.12073445297541699,0.11169311216413164,0.07544108730166116
ENSG00000006327,0.42328117613140426,0.3662773241515704,0.31991413956534565
ENSG00000006377,0.12527165131159726,0.13452213682467176,0.07626864122306447
ENSG00000006432,0.0,0.1746632840121299,0.08554088144682502
ENSG00000006451,0.0,0.0,0.0
ENSG00000006453,0.1898358145372163,0.3133416551563435,0.0
ENSG00000006459,0.20199677366405092,0.0,0.23397598157990157
ENSG00000006468,0.17324560572921913,0.10182998266539188,0.10635638334723624
ENSG00000006530,0.0,0.0,0.0
ENSG00000006534,0.2025870647189595,0.23248622728934007,0.08210066736838235
ENSG00000006555,0.0,0.10792052349134605,0.12242166263998651
ENSG00000006576,0.0,0.0,0.0
ENSG00000006606,0.28688549509163097,0.24092805972224998,0.2425612331360325
ENSG00000006607,0.0,0.08840492817197777,0.0
ENSG00000006611,0.0,0.21351111261043096,0.09229082842462633
ENSG00000006625,0.10246732742833083,0.0,0.23713675538338622
ENSG00000006634,0.18903390587285995,0.24444921251907129,0.14974989703658947
ENSG00000006638,0.1737581198805066,0.0,0.15213807284364977
ENSG00000006652,0.0,0.0,0.0
ENSG00000006659,0.11032659117112274,0.09677863925743403,0.0
ENSG00000006695,0.0,0.0,0.08210745122312087
ENSG00000006704,0.1162021534250664,0.25741597120541715,0.0
ENSG00000006712,0.0,0.0,0.0
ENSG00000006715,0.080173044022839,0.0,0.08452707368188314
ENSG00000006740,0.0,0.0,0.10274255327842374
ENSG00000006744,0.08415323285379209,0.0,0.11176507306717624
ENSG00000006747,0.0,0.2036691294660333,0.0
ENSG00000006756,0.18295107354642237,0.31971972975024526,0.0
ENSG00000006757,0.13412277191219063,0.2560599795263978,0.0
ENSG00000006788,0.10070696525470631,0.0,0.11760708124937685
ENSG00000006831,0.0,0.0,0.0
ENSG00000006837,0.0,0.0,0.0
ENSG00000007001,0.0,0.0,0.0
ENSG00000007038,0.12101774625310337,0.10402324675209422,0.10089763012198777
ENSG00000007047,0.0,0.09214830984336221,0.0
ENSG00000007062,0.0,0.11860649321219541,0.08117912274042227
ENSG00000007080,0.0,0.0,0.0
ENSG00000007129,0.2991477797092467,0.2840135757222548,0.1937943528985397
ENSG00000007168,0.09416714442372631,0.0,0.13104972197121714
ENSG00000007171,0.0,0.07699931497140866,0.0
ENSG00000007174,0.0,0.0,0.0
ENSG00000007202,0.12878054092015626,0.08792025988296887,0.19152950250051085
ENSG00000007216,0.0,0.12165669027025577,0.0756273728805183
ENSG00000007237,0.07908064458024784,0.11372627077197389,0.0
ENSG00000007255,0.2936828630309072,0.14061696095332016,0.2919564248161697
ENSG00000007264,0.0,0.0,0.0
ENSG00000007306,0.10815599421841576,0.0,0.18588109258677044
ENSG00000007312,0.2123107961350426,0.27807467851132117,0.13983899785248677
ENSG00000007314,0.0,0.0,0.0
ENSG00000007341,0.22415101303340992,0.14522811463179197,0.151894173521889
ENSG00000007350,0.0,0.0,0.0
ENSG00000007372,0.12578868028297666,0.1442389378255662,0.16457452464246378
ENSG00000007376,0.0,0.0,0.09856517916653142
ENSG00000007384,0.2964247290438073,0.369850687566671,0.14766022707921278
ENSG00000007392,0.20801823914079517,0.16134488993350116,0.10783887559439506
ENSG00000007402,0.0,0.0745260625503006,0.14395166538087792
ENSG00000007516,0.0,0.22307738514956682,0.11521969498832631
ENSG00000007520,0.1984538314552463,0.14136237471471538,0.14869850284742256
ENSG00000007541,0.0,0.06961433588844423,0.0695723436812973
ENSG00000007545,0.22014031134237758,0.16059271212700196,0.17072603741373404
ENSG00000007866,0.20239036221457107,0.27283083856634605,0.12180887667212636
ENSG00000007908,0.0,0.09375598262344041,0.0
ENSG00000007923,0.07459973939628546,0.0,0.0
ENSG00000007933,0.09815816703754007,0.0,0.10664676370866899
ENSG00000007944,0.13842223405732107,0.10416823711997863,0.16305549911148853
ENSG00000007952,0.0,0.0,0.0
ENSG00000007968,0.3612650284916538,0.2951851629003019,0.31843928292430784
ENSG00000008018,0.09005910428240212,0.0,0.09635401653088578
ENSG00000008056,0.0,0.0,0.0
ENSG00000008083,0.16050885863708647,0.20688758360793708,0.0720471106444532
ENSG00000008086,0.15249041164260463,0.16578939711930246,0.13552185334597133
ENSG00000008118,0.15600464712084033,0.13800072331670477,0.15709903726710006
ENSG00000008128,0.1816330518413697,0.15844986438026237,0.11899999012019778
ENSG00000008130,0.27868684899855645,0.16574970034134645,0.23171510062769995
ENSG00000008196,0.0,0.0,0.07885778626579823
ENSG00000008197,0.06760527653114225,0.07045096214557721,0.06966482524401765
ENSG00000008226,0.08708570890140657,0.0,0.174129906761383
ENSG00000008256,0.2375659493768452,0.20682753505768706,0.2097063941342084
ENSG00000008277,0.1734585647664944,0.17784720174893573,0.12292308709054811
ENSG00000008282,0.1139332115564914,0.14964444024036996,0.0
ENSG00000008283,0.0884626237170985,0.2546389693616023,0.08272302513962158
ENSG00000008294,0.12789896534012374,0.09308514378720101,0.08685079564844084
ENSG00000008300,0.1436459240180796,0.0,0.11294219940628202
ENSG00000008311,0.21862901745830096,0.0,0.24927695415914716
ENSG00000008323,0.08343722118538686,0.2802494989824417,0.08585725262054943
ENSG00000008324,0.20060148090423197,0.2313822589543475,0.16539358752384392
ENSG00000008382,0.12606140429031457,0.08779521416873207,0.09338609865913208
ENSG00000008394,0.13222400113101163,0.198119277043548,0.0
ENSG00000008405,0.0,0.08904328880405145,0.07420776142811095
ENSG00000008438,0.15860829707624682,0.09223827342904742,0.11420125746142837
ENSG00000008441,0.09627121396963717,0.12964878923734624,0.1381526524659047
ENSG00000008513,0.0,0.0,0.0
ENSG00000008516,0.0,0.0,0.0
ENSG00000008517,0.12746026111331626,0.17480995184505857,0.16812814897089234
ENSG00000008710,0.1396841275924528,0.14139653988536904,0.0
ENSG00000008735,0.0,0.11050109547244925,0.0
ENSG00000008838,0.2457978354235378,0.1832583239255826,0.19941502235662625
ENSG00000008853,0.0,0.0,0.0
ENSG00000008869,0.25158257364991043,0.18755769878958087,0.21215921795169235
ENSG00000008952,0.10747067454060778,0.0,0.0
ENSG00000008988,0.09841120373808673,0.15674309671879513,0.0
ENSG00000009307,0.0,0.07933954751327942,0.0
ENSG00000009335,0.0,0.09358955397419111,0.0
ENSG00000009413,0.1620001285042337,0.1660916774083231,0.09551647775347291
ENSG00000009694,0.0,0.0,0.0
ENSG00000009709,0.0,0.0,0.0
ENSG00000009724,0.21333228039264673,0.14700136918912626,0.14036237850551922
ENSG00000009765,0.0,0.19736453479391838,0.12239347209506189
ENSG00000009780,0.1526465822654875,0.0,0.0821662938668864
ENSG00000009790,0.39691691689868924,0.3650380149902595,0.2395785361221155
ENSG00000009830,0.09536097535255643,0.11995654600583201,0.0
ENSG00000009844,0.0,0.0,0.0
ENSG00000009950,0.08185805950275105,0.3271554233798014,0.08497859266180167
ENSG00000009954,0.1843617264789974,0.16795032789655429,0.13374650486330383
ENSG00000010017,0.20145371221852437,0.1781994257646719,0.15726878147444323
ENSG00000010030,0.0,0.13191121715312074,0.0
ENSG00000010072,0.0,0.0,0.08071783902866209
ENSG00000010165,0.1590131770109235,0.15928581741489609,0.17086597310235405
ENSG00000010219,0.0,0.0,0.0
ENSG00000010244,0.1501232456854724,0.17026743547895373,0.10471841390335641
ENSG00000010256,0.1045781664200141,0.09199115982189313,0.0
ENSG00000010270,0.14281705688574478,0.0,0.14752535374927647
ENSG00000010278,0.17625191774318266,0.2792007108673128,0.0
ENSG00000010282,0.07741649450676671,0.0,0.0
ENSG00000010292,0.0851508078578059,0.1886157692244119,0.0
ENSG00000010295,0.07169687625566548,0.22188204846577936,0.06957595212084239
ENSG00000010310,0.13770705503466818,0.0964205820599874,0.12220960734006882
ENSG00000010318,0.24916533755533293,0.26114341310782363,0.12024005467003972
ENSG00000010319,0.0754271654788622,0.0,0.12592735487047732
ENSG00000010322,0.15536631638578122,0.1661873009685917,0.0828615174787234
ENSG00000010327,0.12574109520897817,0.07526168829417815,0.06722061326878676
ENSG00000010361,0.17531526991395666,0.2170616361203104,0.10413308691631622
ENSG00000010379,0.0,0.0694233163383026,0.0
ENSG00000010404,0.08800491751466766,0.0,0.0
ENSG00000010438,0.0,0.12901335583992735,0.0
ENSG00000010539,0.14901844634409558,0.06968275594603483,0.09855320363630658
ENSG00000010610,0.10038003772713382,0.11609533967125217,0.0
ENSG00000010626,0.13896708803891863,0.0906560924051658,0.08555129906392232
ENSG00000010671,0.2842366809049865,0.2951113994677642,0.15499527281729894
ENSG00000010704,0.32135577134966725,0.30615340767556315,0.23651728712396936
ENSG00000010803,0.20029482190441997,0.21841223650364913,0.09370695797671534
ENSG00000010810,0.10931454492980078,0.16100153005375872,0.0
ENSG00000010818,0.0,0.0,0.09845883968815808
ENSG00000010932,0.07710985593591514,0.0,0.0
ENSG00000011007,0.0,0.0,0.0
ENSG00000011009,0.09685103816791821,0.13101503579770216,0.0
ENSG00000011021,0.10318322229855977,0.19850551106163003,0.0
ENSG00000011028,0.21063751956094046,0.0,0.2630514713147926
ENSG00000011052,0.0,0.0,0.0
ENSG00000011083,0.0,0.1555663048675522,0.0
ENSG00000011105,0.2717996492871386,0.24223696421038685,0.19405265100136207
ENSG00000011114,0.0,0.09082189069842704,0.0
ENSG00000011132,0.23239946548948973,0.2047937233112911,0.08957573892484862
ENSG00000011143,0.07916922593477795,0.0,0.0
ENSG00000011198,0.14704622638560008,0.1503016536703328,0.0
ENSG00000011201,0.09612594683508206,0.1079403334870744,0.09649307585476023
ENSG00000011243,0.29054343816071704,0.25391355372008245,0.17669284230418855
ENSG00000011258,0.34407025940362945,0.24856474802107487,0.2904024480536032
ENSG00000011260,0.06921411575780309,0.10322648206288626,0.0724171580854843
ENSG00000011275,0.0,0.0,0.0
ENSG00000011295,0.0,0.0,0.0
ENSG00000011304,0.168980812189604,0.14710638402269374,0.11542666856916825
ENSG00000011332,0.0,0.07003786977025561,0.0
ENSG00000011347,0.0,0.20215296735536512,0.10668591873868308
ENSG00000011376,0.0,0.0,0.0
ENSG00000011405,0.12540848832893434,0.22230837619246144,0.0
ENSG00000011422,0.2498004833787047,0.16928600327148366,0.23367650184639732
ENSG00000011426,0.3341155716332948,0.28848578544450254,0.24580630407996829
ENSG00000011451,0.0898383927000499,0.07947752434095096,0.0
ENSG00000011454,0.0,0.09649876819736108,0.0
ENSG00000011465,0.12675707326993588,0.0,0.13676016784354184
ENSG00000011478,0.12340636700974271,0.0,0.09165946051024361
ENSG00000011485,0.20388406632246112,0.17645634643246455,0.18554935000717396
ENSG00000011523,0.13339260701438913,0.13754876634719326,0.0
ENSG00000011566,0.18048210063749853,0.24855018938405327,0.0
ENSG00000011590,0.11876939067433406,0.0,0.10457147638979758
ENSG00000011600,0.1681886836157708,0.11010756038315646,0.0
ENSG00000011638,0.08548249686709938,0.1819426071983559,0.0
ENSG00000011677,0.11649897741998928,0.09505722016516487,0.08723524250436276
ENSG00000012048,0.2005553183877615,0.19498521377340106,0.16977237212707869
ENSG00000012061,0.10556325315304445,0.0,0.10490003142390648
ENSG00000012124,0.0,0.0,0.0
ENSG00000012171,0.2313575508948305,0.332437395990573,0.0
ENSG00000012174,0.20921193676407493,0.2175101336462366,0.1501267014101726
ENSG00000012211,0.0959556937199568,0.12961733300021275,0.0
ENSG00000012223,0.0,0.0,0.0
ENSG00000012232,0.13843326002632508,0.07669738068807337,0.1975780502258658
ENSG00000012504,0.15371948779442565,0.17298342544559706,0.08614312001186926
ENSG00000012660,0.0,0.08505085149982033,0.0
ENSG00000012779,0.2349218013389804,0.0,0.23166802001821765
ENSG00000012817,0.12895256907697697,0.08305006382768447,0.0
ENSG00000012822,0.08735842056426525,0.0,0.0
ENSG00000012963,0.23805221027322176,0.2226519606192869,0.17862197069368238
ENSG00000012983,0.11012871367895175,0.10678024934611831,0.10371755306869096
ENSG00000013016,0.17778922195785216,0.0,0.1782417624419247
ENSG00000013275,0.1870168457198165,0.10939661692235678,0.11021953561643144
ENSG00000013288,0.11193744516565975,0.09849119537639862,0.08893589456670889
ENSG00000013293,0.0,0.0,0.0
ENSG00000013297,0.2388297816415777,0.1666207770009771,0.18512505288080408
ENSG00000013306,0.0,0.12858480078618315,0.1339392834948919
ENSG00000013364,0.23706511620934648,0.2621136518740992,0.19508258507431048
ENSG00000013374,0.0,0.0,0.0
ENSG00000013375,0.2878565737088218,0.24694270731527593,0.24565839557815558
ENSG00000013392,0.08481604298609384,0.13543946317768185,0.09148327277242065
ENSG00000013441,0.19463695676693984,0.1694276780643548,0.12613200907109237
ENSG00000013503,0.08257203665356362,0.10964386022160569,0.0
ENSG00000013523,0.2448872562917434,0.0,0.22629090081421108
ENSG00000013561,0.16575608299721994,0.1686185527489862,0.10963758674268048
ENSG00000013563,0.1471031038415267,0.18094804708325515,0.08097377483539737
ENSG00000013573,0.2042178907022196,0.17215403173682198,0.1737209103754363
ENSG00000013583,0.26042281093952896,0.24832597777509702,0.14858032694484105
ENSG00000013588,0.298829055281459,0.41205180736005315,0.15017094421201724
ENSG00000013619,0.3505641115070249,0.1972341147369111,0.2612811823513513
ENSG00000013725,0.1919895160376369,0.11578435092068746,0.14412438590796375
ENSG00000013810,0.11697409990119749,0.18503747877271504,0.07159366892611212
ENSG00000014123,0.07937487293137153,0.0,0.0
ENSG00000014138,0.17020601400078528,0.2179303671536838,0.13047848004434884
ENSG00000014164,0.20571203770053292,0.14103646483339688,0.15406662279585107
ENSG00000014216,0.0842627959428672,0.13697695776248497,0.0
ENSG00000014257,0.0673696193224839,0.0,0.1227907693803449
ENSG00000014641,0.0,0.0,0.0
ENSG00000014824,0.0,0.0960366118656373,0.09740487930888586
ENSG00000014914,0.25314724512005177,0.30085777071179687,0.14063887340910583
ENSG00000014919,0.0,0.0,0.07350876833959354
ENSG00000015133,0.4341334787657337,0.304918049005245,0.32726086609673155
ENSG00000015153,0.14135159395469168,0.12008275199296628,0.0
ENSG00000015171,0.07943971918809452,0.17831483171349183,0.0
ENSG00000015285,0.30043745798393046,0.2639442407337021,0.18939763020349953
ENSG00000015413,0.12506293683154632,0.0,0.10898966259263013
ENSG00000015475,0.0,0.0,0.0
ENSG00000015479,0.10523668295400687,0.1631217010941394,0.0
ENSG00000015520,0.0,0.12109566768807778,0.09815295745862176
ENSG00000015532,0.26415597433715116,0.2272273510193628,0.21300337582827536
ENSG00000015568,0.11479458187415686,0.18822806002828543,0.06639316204860041
ENSG00000015592,0.17936446128380645,0.10050678497144078,0.09507716954688626
ENSG00000015676,0.0,0.0,0.0
ENSG00000016082,0.06782474359435943,0.1343770597454512,0.0
ENSG00000016391,0.0,0.2146578449936967,0.16372528207011433
ENSG00000016402,0.0,0.22083154096478178,0.0
ENSG00000016490,0.0,0.0,0.0
ENSG00000016602,0.101220263081241,0.0,0.06806799502425163
ENSG00000016864,0.10526173789449267,0.0,0.13234144387167154
ENSG00000017260,0.1075680796628241,0.10921743088909633,0.08716256600416483
ENSG00000017373,0.0,0.17090587450399755,0.13160522138997005
ENSG00000017427,0.0,0.0,0.0
ENSG00000017483,0.24234752642942656,0.23216546551588552,0.10234601508618059
ENSG00000017621,0.0,0.14319838096648096,0.12695385441456963
ENSG00000017797,0.12491769757409506,0.1738188107733427,0.09411045990520447
ENSG00000018189,0.15731463401069198,0.13531173962670598,0.09289245499351377
ENSG00000018236,0.08011613534150272,0.0,0.0
ENSG00000018280,0.17638887750177845,0.0,0.1828045652229801
ENSG00000018408,0.4616305604629776,0.313136757600152,0.31801864289972065
ENSG00000018510,0.1041745800686511,0.0,0.0914923647444112
ENSG00000018607,0.081834577759192,0.0,0.07721022663951188
ENSG00000018610,0.06694083075479268,0.0,0.09244406640235632
ENSG00000018625,0.15774120136056316,0.17061474637930202,0.12509022674435943
ENSG00000018699,0.15927729060014945,0.0801672283794646,0.12840430725282345
ENSG00000018869,0.09840584153910012,0.16674503351220968,0.0
ENSG00000019102,0.0,0.0,0.1495618810428603
ENSG00000019144,0.3148463309791527,0.2857236747949441,0.22963177845514152
ENSG00000019169,0.0,0.08343620087738461,0.0
ENSG00000019186,0.2580240914936409,0.2964735271002631,0.15822245561518922
ENSG00000019485,0.0,0.07798013175211703,0.0
ENSG00000019505,0.0,0.13531122752160296,0.1089712944569842
ENSG00000019549,0.30604021445946533,0.14847484040681436,0.27807188928492044
ENSG00000019582,0.12291637555929902,0.16387930938530354,0.07064787633821695
ENSG00000019991,0.0,0.09464632280813,0.0
ENSG00000019995,0.10102969205362192,0.0,0.10165433783581472
ENSG00000020129,0.0,0.08328337395617753,0.0
ENSG00000020181,0.09051801984704837,0.0,0.16776602237572694
ENSG00000020219,0.13290678559967994,0.06991812271868399,0.1283842822725692
ENSG00000020256,0.11695428638134957,0.10181409759820698,0.10532749506882999
ENSG00000020426,0.08902330105782019,0.0,0.12142765135848285
ENSG00000020577,0.3544478262632932,0.25583438305656564,0.30930598157324474
ENSG00000020633,0.17458169543170762,0.2098444292999217,0.0
ENSG00000020922,0.18780363566899727,0.20710424338037875,0.11649623714671713
ENSG00000021300,0.0,0.09724035608586316,0.11657438323608525
ENSG00000021355,0.0,0.08683289330637058,0.0922839980740809
ENSG00000021461,0.0,0.0,0.0
ENSG00000021488,0.0,0.15613604635405587,0.0
ENSG00000021574,0.15169328890170627,0.10417845354670799,0.14248956014090491
ENSG00000021645,0.09257642232708532,0.1147589550002362,0.06984203129202526
ENSG00000021762,0.0,0.10363220883393895,0.0
ENSG00000021776,0.10107205863407281,0.11705087006396568,0.10227398395822933
ENSG00000021826,0.1683619926941967,0.0857464841770373,0.13357012724608897
ENSG00000021852,0.0,0.0,0.0
ENSG00000022267,0.144873255376566,0.0,0.21957665695359865
ENSG00000022277,0.15365782060187666,0.10382798375900122,0.12303309474806302
ENSG00000022355,0.0,0.0,0.0
ENSG00000022556,0.06685616259935721,0.0,0.0
ENSG00000022567,0.09199944080800487,0.09474582107466697,0.12137420924557756
ENSG00000022840,0.1313716012166241,0.0,0.1385498361135652
ENSG00000022976,0.19695114710190093,0.06927526542409429,0.13853411829332607
ENSG00000023041,0.08768576186523722,0.0,0.11358053268813682
ENSG00000023171,0.09985097977640413,0.07809401074630495,0.0
ENSG00000023191,0.1622049105980883,0.12444223254200912,0.20323707654227716
ENSG00000023228,0.0,0.0,0.0
ENSG00000023287,0.0,0.0,0.0
ENSG00000023318,0.0883368737871295,0.12025117135294078,0.11180307625736118
ENSG00000023330,0.0,0.0,0.0
ENSG00000023445,0.07595404109416272,0.08690427945877502,0.10043535593340892
ENSG00000023516,0.15176964551513497,0.0,0.10993362271812647
ENSG00000023572,0.11003256531708167,0.0,0.0
ENSG00000023608,0.29064335442963646,0.11943750034437611,0.2828358291848457
ENSG00000023697,0.0,0.06922325761775583,0.0
ENSG00000023734,0.13353395484909256,0.07258011549026791,0.0
ENSG00000023839,0.15478360691768253,0.16980841978963548,0.0
ENSG00000023892,0.3091437339495499,0.2652302073704313,0.2083843696570623
ENSG00000023902,0.10495652373717969,0.23338530540320157,0.0
ENSG00000023909,0.228620021848542,0.1613534794990185,0.09250531018721213
ENSG00000024048,0.19110435953437302,0.0926506438345921,0.1417261162495394
ENSG00000024422,0.31976367115617593,0.1845331747095403,0.2900583954627811
ENSG00000024526,0.1573246876376539,0.0,0.13568853517409074
ENSG00000024862,0.2398967427835592,0.24429340438810507,0.12842557520760292
ENSG00000025039,0.07489068115041961,0.12868774777263026,0.0
