gene_id,glutathione oxidized,glutathione reduced
ENSG00000004142,0.0,0.0
ENSG00000004399,0.0,0.0
ENSG00000004455,0.0,0.0
ENSG00000004468,0.25567070107091283,0.24974525222156627
ENSG00000004478,0.0,0.0
ENSG00000004487,0.1328894344101928,0.11910888887043164
ENSG00000004534,0.3271110243386286,0.31821756866526724
ENSG00000004660,0.11319578516598404,0.13403011152648353
ENSG00000004700,0.0,0.0
ENSG00000004766,0.0,0.0
ENSG00000004776,0.0,0.0
ENSG00000004777,0.3148056806304875,0.30579450962157056
ENSG00000004779,0.0,0.0
ENSG00000004799,0.20005787028946775,0.16709169434902618
ENSG00000004809,0.16590057152945395,0.18199868536973007
ENSG00000004838,0.2050375294034899,0.19080205612256218
ENSG00000004846,0.10384782803690348,0.0
ENSG00000004848,0.0,0.0
ENSG00000004864,0.14170290537517982,0.15499854927712203
ENSG00000004866,0.0,0.0
ENSG00000004897,0.0,0.0
ENSG00000004939,0.0,0.0
ENSG00000004948,0.10420756134646053,0.11834750546061401
ENSG00000004961,0.21508235519732527,0.1886797338499718
ENSG00000004975,0.0,0.0
ENSG00000005001,0.21683838871114877,0.21460412459001968
ENSG00000005007,0.20061084432354342,0.21275507469114938
ENSG00000005020,0.09759064822712123,0.1283191133890362
ENSG00000005022,0.0,0.0
ENSG00000005059,0.2023777893910151,0.18740859289956718
ENSG00000005073,0.19963670229884575,0.20082562982789307
ENSG00000005075,0.0,0.0
ENSG00000005100,0.0,0.0
ENSG00000005102,0.12436953239334733,0.09866930438271032
ENSG00000005108,0.0,0.0
ENSG00000005156,0.15791974302105372,0.16742928994278855
ENSG00000005175,0.0,0.0
ENSG00000005187,0.0,0.0
ENSG00000005189,0.2168364006245896,0.18633577087280295
ENSG00000005194,0.0,0.0
ENSG00000005206,0.29845890560553456,0.3008992158243294
ENSG00000005238,0.0913637344405575,0.0
ENSG00000005243,0.1706098971181314,0.14435838203021423
ENSG00000005249,0.11047807807623113,0.14439322668626997
ENSG00000005302,0.19022315493616002,0.18752498762921002
ENSG00000005339,0.20021685943127338,0.1938850570576278
ENSG00000005379,0.36995130844493823,0.3521083569978009
ENSG00000005381,0.19190281635729986,0.17210672122646983
ENSG00000005421,0.0,0.0
ENSG00000005436,0.0,0.0
ENSG00000005448,0.089390842762146,0.08710352151277144
ENSG00000005469,0.1253605550642826,0.11817420388669063
ENSG00000005471,0.0,0.0
ENSG00000005483,0.2956639325184799,0.2786736018051468
ENSG00000005486,0.0933604328722115,0.0
ENSG00000005513,0.14033786549419175,0.1482084759582996
ENSG00000005700,0.12400530995718297,0.1281823350072582
ENSG00000005801,0.20430409315857448,0.18748032736509226
ENSG00000005810,0.209811858850939,0.2240556856404954
ENSG00000005812,0.0,0.10381637969752172
ENSG00000005844,0.25147671531771154,0.2415978132570805
ENSG00000005882,0.0,0.0
ENSG00000005884,0.3382220913188532,0.3234247886207944
ENSG00000005889,0.09785889881959538,0.10326849613810465
ENSG00000005893,0.17859320349761565,0.16115439850852595
ENSG00000005955,0.0,0.08818091359463533
ENSG00000005961,0.0,0.0
ENSG00000005981,0.1281653668165104,0.13217569368757753
ENSG00000006007,0.15877420484041715,0.1383339180326326
ENSG00000006015,0.0,0.0
ENSG00000006016,0.0,0.0
ENSG00000006025,0.12250108875190947,0.12205144152215494
ENSG00000006042,0.11360958790741452,0.10315848955544278
ENSG00000006047,0.0,0.0
ENSG00000006059,0.12378011237769375,0.12489770517981336
ENSG00000006062,0.0,0.0
ENSG00000006071,0.0,0.0
ENSG00000006074,0.0,0.0
ENSG00000006075,0.17869128459539277,0.17873553235577933
ENSG00000006114,0.26532256474224103,0.26822098296158237
ENSG00000006116,0.0,0.0
ENSG00000006118,0.1259084611683608,0.10045835320120379
ENSG00000006125,0.14581100154809878,0.1725150668808783
ENSG00000006128,0.0,0.0
ENSG00000006194,0.20723495887655277,0.20082613118531292
ENSG00000006210,0.14529331795932232,0.11199575754771927
ENSG00000006282,0.2552159399687931,0.22929811938956066
ENSG00000006283,0.0,0.0
ENSG00000006327,0.34873822507938324,0.3233516546483319
ENSG00000006377,0.10267912802985447,0.09884519910618933
ENSG00000006432,0.11822335675162206,0.1145643405874043
ENSG00000006451,0.0,0.0
ENSG00000006453,0.2625137969401112,0.29513523516357615
ENSG00000006459,0.18342061342780486,0.16918635885634647
ENSG00000006468,0.1277818948506147,0.110608688974735
ENSG00000006530,0.0,0.0
ENSG00000006534,0.24077444781025728,0.2297278754903056
ENSG00000006555,0.14922202748461316,0.14960985495228835
ENSG00000006576,0.0,0.0
ENSG00000006606,0.2766882260589589,0.2634148953696646
ENSG00000006607,0.0,0.0
ENSG00000006611,0.0,0.0
ENSG00000006625,0.0,0.0
ENSG00000006634,0.20022405134643026,0.17816044649674778
ENSG00000006638,0.0,0.0
ENSG00000006652,0.0,0.0
ENSG00000006659,0.1442625148501908,0.13939999665536246
ENSG00000006695,0.0,0.0
ENSG00000006704,0.11904874856970613,0.12604758663838173
ENSG00000006712,0.0,0.0
ENSG00000006715,0.0,0.0
ENSG00000006740,0.0,0.0
ENSG00000006744,0.0,0.0
ENSG00000006747,0.14165469349210782,0.13536340410966702
ENSG00000006756,0.19633406534304995,0.17188957366201782
ENSG00000006757,0.19976547890323818,0.1930458020565703
ENSG00000006788,0.0,0.0
ENSG00000006831,0.0,0.0
ENSG00000006837,0.1203614220828176,0.12910403650987812
ENSG00000007001,0.0,0.0
ENSG00000007038,0.0,0.0
ENSG00000007047,0.17850864397747554,0.16434528200269696
ENSG00000007062,0.0,0.0
ENSG00000007080,0.0,0.09122514675532939
ENSG00000007129,0.2811944991781299,0.27680745062179757
ENSG00000007168,0.0,0.0
ENSG00000007171,0.0,0.0
ENSG00000007174,0.0,0.0
ENSG00000007202,0.11928275281003724,0.11807125718848178
ENSG00000007216,0.0,0.0
ENSG00000007237,0.1049010154868778,0.11380063276383749
ENSG00000007255,0.21821864903893207,0.19721892369624017
ENSG00000007264,0.0,0.0
ENSG00000007306,0.0,0.0
ENSG00000007312,0.28258637614478493,0.26240641034463236
ENSG00000007314,0.0,0.0
ENSG00000007341,0.19703324987933668,0.19562936374138726
ENSG00000007350,0.0,0.0
ENSG00000007372,0.0,0.0
ENSG00000007376,0.0,0.0
ENSG00000007384,0.29683734983293636,0.27485574730308954
ENSG00000007392,0.229320417666159,0.22161093590890754
ENSG00000007402,0.0,0.0
ENSG00000007516,0.11817121818590309,0.09176856931889531
ENSG00000007520,0.14252344811119666,0.12373855264245738
ENSG00000007541,0.0,0.0
ENSG00000007545,0.21799868296592964,0.20973748823029684
ENSG00000007866,0.259113280964126,0.2346266650045966
ENSG00000007908,0.12820909011967313,0.13872919612088672
ENSG00000007923,0.0,0.0
ENSG00000007933,0.0,0.0
ENSG00000007944,0.0,0.0
ENSG00000007952,0.0,0.0
ENSG00000007968,0.3206034737509352,0.29744086376835566
ENSG00000008018,0.0,0.0
ENSG00000008056,0.08788769843624661,0.1353100881340081
ENSG00000008083,0.1235339256666439,0.13329331823707494
ENSG00000008086,0.09794890790629236,0.0
ENSG00000008118,0.13337160664612846,0.1172516399721603
ENSG00000008128,0.11890574179342482,0.10915277387308922
ENSG00000008130,0.1674951011072842,0.15168710530804405
ENSG00000008196,0.11141008984358065,0.1045469835645997
ENSG00000008197,0.0,0.0
ENSG00000008226,0.0,0.0
ENSG00000008256,0.189639182090715,0.1520627532072121
ENSG00000008277,0.2226264927557631,0.19987802236742602
ENSG00000008282,0.1589999150664697,0.1504106061013523
ENSG00000008283,0.20926569709871884,0.1853588202920238
ENSG00000008294,0.0,0.0
ENSG00000008300,0.11811629363738564,0.12553304494852544
ENSG00000008311,0.09067282642230394,0.0
ENSG00000008323,0.2505551711928946,0.24612079245221424
ENSG00000008324,0.24064352313145065,0.22743014942199505
ENSG00000008382,0.18922143703640573,0.19004885503518926
ENSG00000008394,0.24598581438442785,0.24292954381856874
ENSG00000008405,0.0,0.0
ENSG00000008438,0.14550235678279097,0.13330556735549037
ENSG00000008441,0.0,0.0
ENSG00000008513,0.0,0.0
ENSG00000008516,0.0,0.0
ENSG00000008517,0.10003244740918307,0.0
ENSG00000008710,0.16953444850210153,0.17819633090331485
ENSG00000008735,0.0,0.0
ENSG00000008838,0.23565174225565508,0.240849512680423
ENSG00000008853,0.0,0.0888806775261975
ENSG00000008869,0.24396504226794374,0.24114427414414544
ENSG00000008952,0.09485524659806399,0.0
ENSG00000008988,0.10982204692991838,0.0
ENSG00000009307,0.0,0.0
ENSG00000009335,0.0,0.0
ENSG00000009413,0.16279528376445015,0.15462743712310884
ENSG00000009694,0.0,0.0
ENSG00000009709,0.0,0.0
ENSG00000009724,0.18865333084933159,0.17322776154440936
ENSG00000009765,0.13431653200278815,0.12570808839601127
ENSG00000009780,0.1312811222954639,0.1309046040231535
ENSG00000009790,0.2836834639785122,0.2674831971963214
ENSG00000009830,0.09052752263371054,0.0
ENSG00000009844,0.0,0.0
ENSG00000009950,0.20893972128807717,0.223735556256688
ENSG00000009954,0.2240946846990046,0.20809951235420934
ENSG00000010017,0.14484149304401098,0.17391279487874692
ENSG00000010030,0.13378212359862482,0.12158959877900669
ENSG00000010072,0.0,0.0
ENSG00000010165,0.15881945763114053,0.16604037959705908
ENSG00000010219,0.0,0.0
ENSG00000010244,0.1522921674800763,0.14837499182112696
ENSG00000010256,0.0,0.0
ENSG00000010270,0.08698527275383466,0.08840194822873423
ENSG00000010278,0.27109525161193077,0.24304703135442357
ENSG00000010282,0.0997595417801465,0.09135236635120209
ENSG00000010292,0.12249226852017618,0.1186468717739109
ENSG00000010295,0.21027835440024897,0.2455716649111062
ENSG00000010310,0.0,0.10305428609294985
ENSG00000010318,0.23208955492823596,0.2058613144276856
ENSG00000010319,0.0,0.0
ENSG00000010322,0.23400555948183263,0.22789581739694934
ENSG00000010327,0.10262347647425374,0.0901893608735743
ENSG00000010361,0.21409199667038978,0.2662958907156436
ENSG00000010379,0.0,0.0
ENSG00000010404,0.0,0.0
ENSG00000010438,0.0,0.0
ENSG00000010539,0.11373560626255377,0.11040548133038934
ENSG00000010610,0.13260625952439706,0.13303716723409467
ENSG00000010626,0.10080838446061872,0.11800875351793244
ENSG00000010671,0.26002592725967133,0.26120035414445353
ENSG00000010704,0.3245290062594707,0.3255811300260715
ENSG00000010803,0.2259136719773408,0.21438513924878885
ENSG00000010810,0.19423837712088887,0.2134253314063885
ENSG00000010818,0.0,0.0
ENSG00000010932,0.09465369625185277,0.08708331646092664
ENSG00000011007,0.0,0.0
ENSG00000011009,0.12580492333768947,0.11546272235127372
ENSG00000011021,0.13917280008082575,0.13132624006724064
ENSG00000011028,0.0,0.0
ENSG00000011052,0.12208105602260313,0.12098757718638609
ENSG00000011083,0.10391893867870503,0.0
ENSG00000011105,0.19441807463130303,0.15407791711418775
ENSG00000011114,0.0,0.0
ENSG00000011132,0.24401315906752233,0.25083708079433364
ENSG00000011143,0.0,0.0
ENSG00000011198,0.1272762299949945,0.11958374842555042
ENSG00000011201,0.0,0.0
ENSG00000011243,0.28075863514752264,0.2764167574325078
ENSG00000011258,0.31903235095078436,0.2913470487351502
ENSG00000011260,0.08735584424094862,0.0
ENSG00000011275,0.0,0.0
ENSG00000011295,0.0,0.0
ENSG00000011304,0.1363586398473768,0.14695711874397344
ENSG00000011332,0.0,0.10475206785982175
ENSG00000011347,0.15688370845213215,0.12898775825147182
ENSG00000011376,0.0,0.0
ENSG00000011405,0.11047879524801565,0.08759697529712858
ENSG00000011422,0.18996972147291658,0.16759094051618495
ENSG00000011426,0.28877385310394965,0.28176473428356846
ENSG00000011451,0.19855803764898494,0.2114224437290392
ENSG00000011454,0.0,0.0
ENSG00000011465,0.0,0.0
ENSG00000011478,0.0,0.0
ENSG00000011485,0.2182686780326625,0.2021641508598776
ENSG00000011523,0.23612248601149896,0.22018362726264562
ENSG00000011566,0.1010573125360802,0.09410306040383626
ENSG00000011590,0.0,0.0
ENSG00000011600,0.13456482810037634,0.13789509610705067
ENSG00000011638,0.18632462750110354,0.19208311974178338
ENSG00000011677,0.120348948494046,0.1322941626459668
ENSG00000012048,0.16586750136118336,0.15343536491386206
ENSG00000012061,0.0,0.0
ENSG00000012124,0.0,0.0
ENSG00000012171,0.23184940642785845,0.19623754185802625
ENSG00000012174,0.15286409514867938,0.14183674355421633
ENSG00000012211,0.1781813023956648,0.19974743824316685
ENSG00000012223,0.0,0.0
ENSG00000012232,0.1217483616124928,0.12587337701621543
ENSG00000012504,0.10932875478100165,0.10764218407719794
ENSG00000012660,0.0,0.0
ENSG00000012779,0.12426363221447038,0.11817259585098547
ENSG00000012817,0.11254706900924395,0.0958294672598346
ENSG00000012822,0.11355952847831796,0.149902306700124
ENSG00000012963,0.22712445580886184,0.2399415356499704
ENSG00000012983,0.0,0.0
ENSG00000013016,0.0,0.0
ENSG00000013275,0.1271198781889556,0.10723860855993696
ENSG00000013288,0.0,0.0
ENSG00000013293,0.0,0.09760840130607511
ENSG00000013297,0.16010140236363593,0.11093472733631833
ENSG00000013306,0.0,0.0
ENSG00000013364,0.230557383130138,0.2315855914803547
ENSG00000013374,0.0,0.0
ENSG00000013375,0.22516019836649603,0.197152629938968
ENSG00000013392,0.0,0.0
ENSG00000013441,0.20267330191345423,0.20991165844145576
ENSG00000013503,0.0897285514483933,0.10049927842263849
ENSG00000013523,0.12866086802666293,0.11797345902437473
ENSG00000013561,0.0,0.0
ENSG00000013563,0.11936576823807715,0.11186455324402994
ENSG00000013573,0.13044760957175353,0.1211655442729631
ENSG00000013583,0.26351010305561345,0.24526473582709507
ENSG00000013588,0.3573515608027533,0.33707389695465434
ENSG00000013619,0.18183044391760916,0.1696633074269742
ENSG00000013725,0.106962864965285,0.12335429459021834
ENSG00000013810,0.1519981155233086,0.14560925051275372
ENSG00000014123,0.0,0.0
ENSG00000014138,0.1887285331761909,0.1825354101335476
ENSG00000014164,0.13043539871249513,0.12061434059299894
ENSG00000014216,0.19870489707977274,0.20806331578677398
ENSG00000014257,0.09198158661642163,0.0
ENSG00000014641,0.0,0.0
ENSG00000014824,0.0,0.0
ENSG00000014914,0.22419473192364162,0.23273047698125868
ENSG00000014919,0.0,0.0
ENSG00000015133,0.31470277275245606,0.2876427002595534
ENSG00000015153,0.19466573686778255,0.17947736127010397
ENSG00000015171,0.0,0.0
ENSG00000015285,0.31998938452179504,0.28592773235021074
ENSG00000015413,0.0,0.0
ENSG00000015475,0.0,0.0
ENSG00000015479,0.1746951676670363,0.19063107688082012
ENSG00000015520,0.0,0.0
ENSG00000015532,0.19623315546456496,0.18018298784367948
ENSG00000015568,0.12347249449028191,0.11398601812710021
ENSG00000015592,0.16060248940271166,0.1341542513070617
ENSG00000015676,0.0,0.0
ENSG00000016082,0.0,0.0
ENSG00000016391,0.0,0.0
ENSG00000016402,0.19747398064810756,0.193777792650245
ENSG00000016490,0.0,0.0
ENSG00000016602,0.0,0.0
ENSG00000016864,0.0,0.0
ENSG00000017260,0.0,0.0
ENSG00000017373,0.0,0.0
ENSG00000017427,0.0,0.0
ENSG00000017483,0.2548651592745358,0.23363071734047336
ENSG00000017621,0.0,0.0
ENSG00000017797,0.13509883909516227,0.1260345585281157
ENSG00000018189,0.1706875927634199,0.16650042449720592
ENSG00000018236,0.09458091713829822,0.10034791739514884
ENSG00000018280,0.0,0.0
ENSG00000018408,0.3519649506863521,0.334316285138422
ENSG00000018510,0.0,0.08810696271003905
ENSG00000018607,0.0,0.0
ENSG00000018610,0.0,0.0
ENSG00000018625,0.11053905436601533,0.09397828737652526
ENSG00000018699,0.12344826257108504,0.12619429490267745
ENSG00000018869,0.18754397869661443,0.2155794974434853
ENSG00000019102,0.0,0.0
ENSG00000019144,0.18389784784933763,0.15439373883678958
ENSG00000019169,0.0,0.0
ENSG00000019186,0.27965840359983485,0.2778433515368331
ENSG00000019485,0.0,0.0
ENSG00000019505,0.0,0.0
ENSG00000019549,0.21596859435806576,0.18730905156662836
ENSG00000019582,0.17393994796579487,0.1724947461857588
ENSG00000019991,0.1335785739185627,0.1248184368243516
ENSG00000019995,0.12656924963796204,0.13635836583745986
ENSG00000020129,0.11002413847216914,0.13659740674810297
ENSG00000020181,0.0,0.0
ENSG00000020219,0.10117625650009134,0.13123346241995187
ENSG00000020256,0.1214353594229571,0.115475028438965
ENSG00000020426,0.12380032312953854,0.1246087802523265
ENSG00000020577,0.2254117470499121,0.2012652606836567
ENSG00000020633,0.13505494733252318,0.13055045395103115
ENSG00000020922,0.1640241204758994,0.1325277897895875
ENSG00000021300,0.0,0.0
ENSG00000021355,0.15475511211256512,0.14091265574549064
ENSG00000021461,0.0,0.0
ENSG00000021488,0.0,0.0
ENSG00000021574,0.1502985383838053,0.12650099710617602
ENSG00000021645,0.0,0.0
ENSG00000021762,0.0,0.0
ENSG00000021776,0.09134129078143809,0.0
ENSG00000021826,0.0,0.08854278555348961
ENSG00000021852,0.0,0.0
ENSG00000022267,0.0,0.0
ENSG00000022277,0.0,0.0
ENSG00000022355,0.0,0.0
ENSG00000022556,0.0,0.0
ENSG00000022567,0.09992749391285868,0.0
ENSG00000022840,0.11295954452009765,0.11250197712472715
ENSG00000022976,0.09530080015955997,0.0881730148878832
ENSG00000023041,0.0,0.0
ENSG00000023171,0.0,0.0
ENSG00000023191,0.15085783178793805,0.12683007836131255
ENSG00000023228,0.0,0.0
ENSG00000023287,0.0,0.0
ENSG00000023318,0.10625616369151632,0.0
ENSG00000023330,0.0,0.0
ENSG00000023445,0.09542069586408972,0.10670053676065981
ENSG00000023516,0.11135901380306171,0.11984132289657107
ENSG00000023572,0.0,0.0
ENSG00000023608,0.1900204751013696,0.18452504391989386
ENSG00000023697,0.11775502778373895,0.12249944249342849
ENSG00000023734,0.0,0.0
ENSG00000023839,0.26642079228541454,0.26478630667290015
ENSG00000023892,0.16746463166733752,0.16115623555075967
ENSG00000023902,0.2831092741879989,0.28266079356358936
ENSG00000023909,0.30619617265476123,0.3219324156038139
ENSG00000024048,0.10248885277661116,0.13706629224837072
ENSG00000024422,0.25234164362795247,0.232104657886099
ENSG00000024526,0.10092695620757726,0.11498237719427146
ENSG00000024862,0.18172671163496948,0.17591220859925655
ENSG00000025039,0.17234337780388168,0.17405474443330546
ENSG00000025156,0.2345312932908314,0.22742367601964156
ENSG00000025293,0.0,0.0
ENSG00000025423,0.17905122401329923,0.1883967962547378
ENSG00000025434,0.0,0.0
ENSG00000025708,0.12214172221385243,0.11610558565178161
ENSG00000025770,0.19958766321018864,0.20591347447658603
ENSG00000025772,0.15570045682203937,0.14611380571362734
ENSG00000025796,0.10734197946678618,0.10044388570269727
ENSG00000025800,0.0,0.0
ENSG00000026025,0.0,0.0
ENSG00000026036,0.0,0.0
ENSG00000026103,0.11879270965722194,0.1234085853205464
ENSG00000026297,0.0,0.0
ENSG00000026508,0.2341486877133156,0.2284089674064837
ENSG00000026559,0.1673544906437113,0.14219598094072128
ENSG00000026652,0.0,0.0
ENSG00000026751,0.0,0.0
ENSG00000026950,0.0,0.0
ENSG00000027001,0.11663950124547331,0.12328714074182208
ENSG00000027075,0.16923082903518732,0.1494325511066287
ENSG00000027644,0.1389153292614978,0.18304984988434883
ENSG00000027697,0.142630445490705,0.13857642783779747
ENSG00000027847,0.1734653983278721,0.11731523875907787
ENSG00000027869,0.0,0.0
ENSG00000028116,0.1131700993535007,0.15960052190237323
ENSG00000028137,0.0,0.0
ENSG00000028203,0.0,0.0
ENSG00000028277,0.3203720031171296,0.31860263674092115
ENSG00000028310,0.0,0.0
ENSG00000028528,0.1230466715773483,0.14967129343159866
ENSG00000028839,0.13127739483484144,0.0953741085622239
ENSG00000029153,0.19476115314162215,0.20499902489519362
ENSG00000029363,0.17049805257664655,0.16929663951660232
ENSG00000029364,0.0,0.0
ENSG00000029534,0.0,0.0
ENSG00000029559,0.13942302672051027,0.1644403856094181
ENSG00000029639,0.0,0.0
ENSG00000029725,0.1140585726485542,0.12083462513642515
ENSG00000029993,0.0,0.0
ENSG00000030066,0.1850182454229083,0.18910827821278878
ENSG00000030110,0.0,0.0
ENSG00000030304,0.11202945671906996,0.0
ENSG00000030419,0.0,0.0
ENSG00000030582,0.13735887669607413,0.09292295240419464
ENSG00000031003,0.14644514953171558,0.1932932534036061
ENSG00000031081,0.0,0.0
ENSG00000031544,0.17350925728950775,0.16862872728386183
ENSG00000031691,0.0,0.08766755279620315
ENSG00000031698,0.0,0.09222368276970701
ENSG00000031823,0.23933114178329415,0.24426716581807797
ENSG00000032219,0.19575471175462875,0.209736236400456
ENSG00000032389,0.0,0.0
ENSG00000032444,0.0,0.0
ENSG00000032742,0.08848596448280231,0.09292531729017708
ENSG00000033011,0.14432721334302298,0.10315569007266719
ENSG00000033030,0.18054374709872445,0.16954680055531254
ENSG00000033050,0.0,0.0
ENSG00000033100,0.0,0.0
ENSG00000033122,0.10850084949298265,0.11400556723587145
ENSG00000033170,0.0,0.0
ENSG00000033178,0.0,0.0
ENSG00000033327,0.12801326177598285,0.15308894449194074
ENSG00000033627,0.0,0.0
ENSG00000033800,0.28413434960284806,0.2769449469145881
ENSG00000033867,0.0,0.0
ENSG00000034053,0.0,0.0
ENSG00000034063,0.21793662916109668,0.21651117960225041
ENSG00000034152,0.0902105270287075,0.08725995111397447
ENSG00000034239,0.0892804276347556,0.0
ENSG00000034510,0.1586456726715445,0.1575028297727535
ENSG00000034533,0.12582352816468462,0.1286793589244209
ENSG00000034677,0.0,0.0
ENSG00000034693,0.0,0.0
ENSG00000034713,0.0,0.0
ENSG00000034971,0.0,0.0
ENSG00000035115,0.0,0.0
ENSG00000035141,0.0,0.0
ENSG00000035403,0.2545315529471813,0.24742055194957072
ENSG00000035499,0.0,0.0
ENSG00000035664,0.0,0.0
ENSG00000035681,0.0,0.0
ENSG00000035687,0.0,0.0
ENSG00000035720,0.30343941515653405,0.2881629206204164
ENSG00000035862,0.13624602982093725,0.0
ENSG00000035928,0.1752302554964255,0.1761374697707489
ENSG00000036054,0.0,0.0
ENSG00000036257,0.1023854102302807,0.10029044551111392
ENSG00000036448,0.1563386673984543,0.14274089931547954
ENSG00000036473,0.09670727075632772,0.0
ENSG00000036530,0.09381467256564023,0.11324605451945559
ENSG00000036549,0.0,0.0
ENSG00000036565,0.12205168625627114,0.12086713790721276
ENSG00000036672,0.0,0.0
ENSG00000036828,0.16205556119872402,0.15741469749216716
ENSG00000037042,0.08887009612130713,0.0
ENSG00000037241,0.26025403830633553,0.22330096243933045
ENSG00000037280,0.0,0.0
ENSG00000037474,0.0,0.0
ENSG00000037637,0.1994579598033809,0.19414379820354347
ENSG00000037749,0.0,0.0
ENSG00000037757,0.1113810592641733,0.13346907041912812
ENSG00000037897,0.0,0.0
ENSG00000037965,0.24549843863475904,0.22555441907030385
ENSG00000038002,0.0,0.0
ENSG00000038210,0.14988796499841953,0.1274258361517962
ENSG00000038219,0.14890905102158528,0.15291383275890555
ENSG00000038274,0.0,0.0
ENSG00000038295,0.0,0.0909753170899473
ENSG00000038358,0.1420101002566879,0.1208384421664139
ENSG00000038382,0.12170311010438736,0.11062345274830139
ENSG00000038427,0.0,0.0
ENSG00000038532,0.23864311276688105,0.2723872293052546
ENSG00000038945,0.0,0.0
ENSG00000039068,0.2290605329666551,0.22816339119727846
ENSG00000039123,0.0,0.0
ENSG00000039139,0.3071886938745328,0.2989405668291317
ENSG00000039319,0.18385164815076477,0.1485440259201642
ENSG00000039523,0.09731714915386966,0.0977258758178754
ENSG00000039537,0.0,0.0
ENSG00000039560,0.25654631535281386,0.24670195337265236
ENSG00000039600,0.0,0.0
ENSG00000039650,0.10806029741816214,0.10956842632975933
ENSG00000039987,0.0,0.0
ENSG00000040199,0.0,0.0
ENSG00000040275,0.0,0.0
ENSG00000040341,0.11938592518325562,0.11423355158313729
ENSG00000040487,0.08970442144799697,0.0
ENSG00000040531,0.0,0.0
ENSG00000040608,0.0,0.0
ENSG00000040633,0.0,0.0
ENSG00000040731,0.0,0.0
ENSG00000040933,0.19044033554710582,0.17800184097858077
ENSG00000041353,0.1874718891938914,0.1912225908388653
ENSG00000041357,0.08829381839792562,0.09940330012517758
ENSG00000041515,0.1980578106517861,0.17858969854055318
ENSG00000041802,0.0,0.0
ENSG00000041880,0.0,0.0
ENSG00000041982,0.16921564519159107,0.13338978615514813
ENSG00000041988,0.0,0.0
ENSG00000042062,0.0,0.0
ENSG00000042088,0.2548932158423797,0.23536033189422564
ENSG00000042286,0.28404907235556265,0.2917581114361261
ENSG00000042304,0.11777408494562135,0.10914057619189481
ENSG00000042317,0.0,0.0
ENSG00000042429,0.12107250219920984,0.11209505731554903
ENSG00000042445,0.27125161979089146,0.25608368077027666
ENSG00000042493,0.20414832390473445,0.19926156046967713
ENSG00000042753,0.18423847582324807,0.16338157829633207
ENSG00000042781,0.0,0.0
ENSG00000042813,0.13570263944500763,0.1495588306934471
ENSG00000042832,0.08804407528003681,0.0
ENSG00000042980,0.0,0.0
ENSG00000043039,0.17388553099339252,0.17149093447450905
ENSG00000043093,0.0,0.0
ENSG00000043143,0.0,0.0
ENSG00000043355,0.10143700712030827,0.12738708089211306
ENSG00000043462,0.2485665610574299,0.2377104909570705
ENSG00000043514,0.0,0.0
ENSG00000043591,0.10190185194320475,0.127031723721967
ENSG00000044012,0.0,0.0
ENSG00000044090,0.0,0.0
ENSG00000044115,0.3191379344038662,0.28673718964969175
ENSG00000044446,0.16174709877377955,0.13267827360006212
ENSG00000044459,0.0,0.0
ENSG00000044524,0.0,0.0
ENSG00000044574,0.24037201396255312,0.21504969297875942
ENSG00000046604,0.28211358902842854,0.2999493494215725
